animeID,name,type,source,episodes,duration,genre,rating,score,scored_by,rank,popularity,members,favorites
1,Cowboy Bebop,TV,Original,26,0:24:00,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']",R - 17+ (violence & profanity),8.81,405664,26,39,795733,43460
5,Cowboy Bebop: Tengoku no Tobira,Movie,Original,1,1:55:00,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']",R - 17+ (violence & profanity),8.41,120243,164,449,197791,776
6,Trigun,TV,Manga,26,0:24:00,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",PG-13 - Teens 13 or older,8.3,212537,255,146,408548,10432
7,Witch Hunter Robin,TV,Original,26,0:25:00,"['Action', 'Magic', 'Police', 'Supernatural', 'Drama', 'Mystery']",PG-13 - Teens 13 or older,7.33,32837,2371,1171,79397,537
8,Bouken Ou Beet,TV,Manga,52,0:23:00,"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']",PG - Children,7.03,4894,3544,3704,11708,14
16,Hachimitsu to Clover,TV,Manga,24,0:23:00,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752
17,Hungry Heart: Wild Striker,TV,Manga,52,0:23:00,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",PG-13 - Teens 13 or older,7.67,9307,1186,3124,17145,210
18,Initial D Fourth Stage,TV,Manga,24,0:27:00,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",PG-13 - Teens 13 or older,8.23,42555,298,1262,73438,635
19,Monster,TV,Manga,74,0:24:00,"['Drama', 'Horror', 'Mystery', 'Police', 'Psychological', 'Seinen', 'Thriller']",R+ - Mild Nudity,8.69,131233,49,156,394387,19188
20,Naruto,TV,Manga,220,0:23:00,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']",PG-13 - Teens 13 or older,7.9,716412,705,10,1091313,39356
21,One Piece,TV,Manga,909,0:24:00,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",PG-13 - Teens 13 or older,8.53,465454,94,36,803871,76869
22,Tennis no Ouji-sama,TV,Manga,178,0:22:00,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",PG-13 - Teens 13 or older,8,50306,577,856,113662,2885
23,Ring ni Kakero 1,TV,Manga,12,0:25:00,"['Action', 'Shounen', 'Sports']",PG - Children,6.54,825,5641,6501,2930,18
25,Sunabouzu,TV,Manga,24,0:24:00,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi', 'Shounen']",R - 17+ (violence & profanity),7.5,36185,1679,1049,89817,673
26,Texhnolyze,TV,Original,22,0:23:00,"['Action', 'Sci-Fi', 'Psychological', 'Drama']",R+ - Mild Nudity,7.78,32198,942,690,138500,2864
27,Trinity Blood,TV,Light novel,24,0:24:00,"['Action', 'Supernatural', 'Vampire']",R - 17+ (violence & profanity),7.4,61471,2081,695,137800,1403
28,Yakitate!! Japan,TV,Manga,69,0:24:00,"['Comedy', 'Shounen']",PG-13 - Teens 13 or older,8.01,27616,566,1388,65862,785
29,Zipang,TV,Manga,26,0:24:00,"['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Seinen']",PG-13 - Teens 13 or older,7.54,4534,1564,3575,12951,125
30,Neon Genesis Evangelion,TV,Original,26,0:24:00,"['Action', 'Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']",PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828
31,Neon Genesis Evangelion: Death & Rebirth,Movie,Original,1,1:41:00,"['Drama', 'Mecha', 'Psychological', 'Sci-Fi']",R - 17+ (violence & profanity),7.5,74480,1672,734,130163,413
32,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,1,1:27:00,"['Sci-Fi', 'Dementia', 'Psychological', 'Drama', 'Mecha']",R+ - Mild Nudity,8.5,215979,107,212,333046,9558
33,Kenpuu Denki Berserk,TV,Manga,25,0:25:00,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",R+ - Mild Nudity,8.47,166504,124,222,325769,13782
43,Ghost in the Shell,Movie,Manga,1,1:22:00,"['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen']",R+ - Mild Nudity,8.34,199591,209,177,364643,8400
45,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,Manga,94,0:25:00,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai', 'Shounen']",PG-13 - Teens 13 or older,8.39,143693,182,265,296561,9044
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,1,1:31:00,"['Samurai', 'Historical', 'Drama', 'Shounen']",R - 17+ (violence & profanity),7.62,21576,1325,1984,38686,97
48,.hack//Sign,TV,Original,26,0:24:00,"['Game', 'Sci-Fi', 'Adventure', 'Mystery', 'Magic', 'Fantasy']",PG-13 - Teens 13 or older,7.08,63557,3341,704,135481,1229
50,Aa! Megami-sama! (TV),TV,Manga,24,0:24:00,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']",PG-13 - Teens 13 or older,7.42,59169,1949,824,117198,1035
53,Ai Yori Aoshi,TV,Manga,24,0:23:00,"['Harem', 'Slice of Life', 'Comedy', 'Drama', 'Romance']",PG-13 - Teens 13 or older,7.2,40592,2844,1139,81572,415
54,Appleseed (Movie),Movie,Manga,1,1:45:00,"['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']",R - 17+ (violence & profanity),7.18,34723,2935,1517,57811,158
55,Arc the Lad,TV,Game,26,0:22:00,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",R - 17+ (violence & profanity),6.59,4474,5373,3623,12444,16
56,Avenger,TV,Original,13,0:24:00,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",R - 17+ (violence & profanity),5.96,5451,7805,3427,14237,19
57,Beck,TV,Manga,26,0:25:00,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']",R - 17+ (violence & profanity),8.36,91614,197,448,198237,6022
58,Blue Gender,TV,Original,26,0:23:00,"['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']",R+ - Mild Nudity,7.11,21542,3232,1586,54058,360
59,Chobits,TV,Manga,26,0:24:00,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi', 'Seinen']",PG-13 - Teens 13 or older,7.51,182381,1629,211,334276,3418
60,Chrno Crusade,TV,Manga,24,0:23:00,"['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']",R - 17+ (violence & profanity),7.75,81366,985,530,172946,1946
61,D.N.Angel,TV,Manga,26,0:23:00,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",PG-13 - Teens 13 or older,7.3,78088,2456,637,148256,1448
62,D.C.: Da Capo,TV,Visual novel,26,0:24:00,"['Harem', 'Drama', 'Magic', 'Romance']",PG-13 - Teens 13 or older,6.86,24731,4164,1485,59502,183
63,DearS,TV,Manga,12,0:23:00,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Shounen']",R+ - Mild Nudity,6.73,61303,4750,882,110662,362
64,Rozen Maiden,TV,Manga,12,0:24:00,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",PG-13 - Teens 13 or older,7.52,76580,1617,610,154546,1929
65,Rozen Maiden: Träumend,TV,Manga,12,0:24:00,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",PG-13 - Teens 13 or older,7.73,48438,1053,1104,84149,481
67,Basilisk: Kouga Ninpou Chou,TV,Manga,24,0:24:00,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']",R - 17+ (violence & profanity),7.64,57199,1249,722,132611,1345
69,Cluster Edge,TV,Original,25,0:24:00,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",PG-13 - Teens 13 or older,6.44,2241,6013,4332,8136,13
71,Full Metal Panic!,TV,Light novel,24,0:24:00,"['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']",R - 17+ (violence & profanity),7.74,177049,1013,203,340901,4032
72,Full Metal Panic? Fumoffu,TV,Light novel,12,0:24:00,"['Action', 'Comedy', 'School']",PG-13 - Teens 13 or older,8.14,133639,385,399,215819,2743
73,Full Metal Panic! The Second Raid,TV,Light novel,13,0:24:00,"['Action', 'Military', 'Mecha']",R - 17+ (violence & profanity),8.02,115427,536,456,195923,1287
75,Soukyuu no Fafner: Dead Aggressor,TV,Original,25,0:24:00,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",PG-13 - Teens 13 or older,7.35,10912,2286,2124,34454,232
76,Mahou Shoujo Lyrical Nanoha,TV,Original,13,0:25:00,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",PG-13 - Teens 13 or older,7.48,32683,1741,1209,77124,967
77,Mahou Shoujo Lyrical Nanoha A's,TV,Original,13,0:25:00,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",PG-13 - Teens 13 or older,8.05,26706,499,1672,49952,952
79,Shuffle!,TV,Visual novel,24,0:23:00,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",R+ - Mild Nudity,7.21,101261,2835,433,202630,1503
80,Mobile Suit Gundam,TV,Original,43,0:25:00,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",PG-13 - Teens 13 or older,7.85,31375,804,1270,72598,1438
85,Mobile Suit Zeta Gundam,TV,Original,50,0:24:00,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",PG-13 - Teens 13 or older,7.99,20063,586,1923,40759,1292
86,Mobile Suit Gundam ZZ,TV,Original,47,0:24:00,"['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",PG-13 - Teens 13 or older,6.73,11017,4768,2642,23757,80
87,Mobile Suit Gundam: Char's Counterattack,Movie,Novel,1,1:59:00,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",PG-13 - Teens 13 or older,7.74,15090,1019,2491,26241,205
89,Mobile Suit Victory Gundam,TV,Original,51,0:24:00,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",PG-13 - Teens 13 or older,6.85,6156,4214,3167,16608,82
90,Mobile Suit Gundam Wing,TV,Original,49,0:24:00,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",PG-13 - Teens 13 or older,7.82,62406,867,909,108562,2278
92,After War Gundam X,TV,Original,39,0:24:00,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']",PG-13 - Teens 13 or older,7.36,10345,2219,2637,23787,164
94,Mobile Suit Gundam SEED Destiny,TV,Original,50,0:24:00,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",R - 17+ (violence & profanity),7.3,47750,2479,1191,78312,1133
95,Turn A Gundam,TV,Original,50,0:24:00,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",PG-13 - Teens 13 or older,7.73,9204,1058,2420,27476,547
96,Mobile Fighter G Gundam,TV,Original,49,0:24:00,"['Sci-Fi', 'Adventure', 'Space', 'Comedy', 'Sports', 'Drama', 'Romance', 'Martial Arts', 'Mecha']",PG-13 - Teens 13 or older,7.6,25027,1367,1778,45765,757
97,Last Exile,TV,Original,26,0:24:00,"['Action', 'Sci-Fi', 'Adventure']",PG-13 - Teens 13 or older,7.89,55389,722,743,129036,1709
98,Mai-HiME,TV,Original,26,0:23:00,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']",PG-13 - Teens 13 or older,7.53,42321,1580,1050,89769,1216
99,Mai-Otome,TV,Original,26,0:24:00,"['Comedy', 'Drama', 'Fantasy', 'Magic']",PG-13 - Teens 13 or older,7.36,21354,2242,1904,41658,322
101,Air,TV,Visual novel,12,0:24:00,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",PG-13 - Teens 13 or older,7.41,120702,1994,381,224570,2584
102,Aishiteruze Baby★★,TV,Manga,26,0:25:00,"['Comedy', 'Drama', 'Romance', 'Shoujo']",PG-13 - Teens 13 or older,7.54,40784,1541,1202,77444,518
103,Akazukin Chacha,TV,Manga,74,0:24:00,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",G - All Ages,7.46,3269,1797,4019,9766,75
104,Ayashi no Ceres,TV,Manga,24,0:21:00,"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",R - 17+ (violence & profanity),7.33,21170,2335,1775,45839,501
105,Boys Be...,TV,Manga,13,0:23:00,"['Slice of Life', 'Comedy', 'Romance', 'Shounen']",PG-13 - Teens 13 or older,6.52,7160,5690,3087,17520,41
106,Hana yori Dango,TV,Manga,51,0:25:00,"['Drama', 'Romance', 'School', 'Shoujo']",PG-13 - Teens 13 or older,7.84,15258,819,2031,37364,646
107,Ou Dorobou Jing,TV,Manga,13,0:24:00,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",PG-13 - Teens 13 or older,7.31,11279,2441,2375,28628,196
109,Bakuretsu Tenshi,TV,Original,24,0:23:00,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",PG-13 - Teens 13 or older,6.89,24602,4047,1542,55927,251
110,Chuuka Ichiban!,TV,Manga,52,0:23:00,"['Action', 'Comedy', 'Drama', 'Shounen']",PG-13 - Teens 13 or older,7.7,4991,1106,3763,11287,90
112,Chou Henshin Cosprayers,TV,Original,8,0:14:00,"['Action', 'Ecchi', 'Adventure', 'Fantasy', 'Magic', 'Comedy', 'Super Power', 'Sci-Fi']",PG-13 - Teens 13 or older,5.03,2339,9690,4749,6475,5
113,Uchuu no Stellvia,TV,Original,26,0:23:00,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Space']",PG-13 - Teens 13 or older,7.44,7477,1895,3017,18413,114
114,Sakigake!! Cromartie Koukou,TV,Manga,26,0:12:00,"['Comedy', 'School', 'Shounen']",PG-13 - Teens 13 or older,7.99,36280,587,1039,91122,1372
115,El Hazard: The Alternative World,TV,Original,13,0:25:00,"['Adventure', 'Comedy', 'Fantasy']",PG-13 - Teens 13 or older,6.9,3851,4011,4253,8442,9
116,El Hazard: The Wanderers,TV,Original,26,0:23:00,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",PG-13 - Teens 13 or older,7.04,5131,3509,3674,11996,33
119,Final Approach,TV,Visual novel,13,0:14:00,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",PG-13 - Teens 13 or older,6.63,14922,5212,2362,28858,45
120,Fruits Basket,TV,Manga,26,0:24:00,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Fantasy', 'Shoujo']",PG-13 - Teens 13 or older,7.77,175617,951,244,310675,7892
121,Fullmetal Alchemist,TV,Manga,51,0:24:00,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",PG-13 - Teens 13 or older,8.28,524986,268,27,854022,22764
122,Full Moon wo Sagashite,TV,Manga,52,0:24:00,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",PG-13 - Teens 13 or older,8.04,32470,508,1241,74904,1628
123,Fushigi Yuugi,TV,Manga,52,0:23:00,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",PG-13 - Teens 13 or older,7.75,35246,989,1197,77831,2027
125,Futakoi,TV,Original,13,0:24:00,"['Comedy', 'Romance', 'School']",PG-13 - Teens 13 or older,6.57,13132,5480,2389,28139,19
126,Futakoi Alternative,TV,Original,13,0:24:00,"['Comedy', 'Drama', 'Romance']",PG-13 - Teens 13 or older,6.98,9636,3729,2520,25668,64
127,Gate Keepers,TV,Game,24,0:25:00,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",PG-13 - Teens 13 or older,7.04,7175,3511,3125,17132,55
129,Gensoumaden Saiyuuki,TV,Manga,50,0:23:00,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",R - 17+ (violence & profanity),7.67,15344,1183,1943,40022,772
130,Saiyuuki Reload,TV,Manga,25,0:23:00,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",PG-13 - Teens 13 or older,7.5,9345,1677,2648,23696,102
131,Saiyuuki Reload Gunlock,TV,Manga,26,0:24:00,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",PG-13 - Teens 13 or older,7.51,6086,1645,3187,16424,45
132,GetBackers,TV,Manga,49,0:24:00,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",PG-13 - Teens 13 or older,7.68,38643,1152,1043,90279,847
133,Green Green,TV,Visual novel,12,0:24:00,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",R+ - Mild Nudity,6.34,55059,6465,1001,95049,250
134,Gunslinger Girl,TV,Manga,13,0:24:00,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",R - 17+ (violence & profanity),7.5,57472,1662,702,135682,1040
135,Hikaru no Go,TV,Manga,75,0:23:00,"['Comedy', 'Game', 'Shounen', 'Supernatural']",PG-13 - Teens 13 or older,8.16,41770,365,1054,89377,1883
136,Hunter x Hunter,TV,Manga,62,0:23:00,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",PG-13 - Teens 13 or older,8.47,126542,123,316,256505,6423
142,Kamikaze Kaitou Jeanne,TV,Manga,44,0:24:00,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",PG-13 - Teens 13 or older,7.52,19874,1603,1993,38422,417
143,Kannazuki no Miko,TV,Manga,12,0:24:00,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",PG-13 - Teens 13 or older,6.98,22861,3736,1619,52235,714
144,Kanon,TV,Visual novel,13,0:24:00,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",G - All Ages,7.2,20807,2861,1699,49004,245
145,Kareshi Kanojo no Jijou,TV,Manga,26,0:24:00,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",PG-13 - Teens 13 or older,7.64,50253,1261,727,131698,1611
146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12,0:24:00,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",R+ - Mild Nudity,6.85,23719,4209,1709,48458,171
148,Kita e.: Diamond Dust Drops,TV,Visual novel,12,0:24:00,"['Drama', 'Romance', 'Slice of Life']",PG-13 - Teens 13 or older,6.7,1991,4889,4624,6865,8
149,Loveless,TV,Manga,12,0:24:00,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",PG-13 - Teens 13 or older,7.08,52430,3358,942,103264,1589
150,Blood+,TV,Original,50,0:24:00,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",R - 17+ (violence & profanity),7.75,112413,982,302,265515,4222
152,Solty Rei,TV,Original,24,0:23:00,"['Action', 'Sci-Fi', 'Super Power']",R - 17+ (violence & profanity),7.33,9430,2367,2732,22336,115
153,Juuni Kokuki,TV,Novel,45,0:25:00,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",PG-13 - Teens 13 or older,8.12,30208,422,1060,88899,1985
154,Shaman King,TV,Manga,64,0:23:00,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",PG-13 - Teens 13 or older,7.83,127151,852,366,230755,3011
155,X/1999,Movie,Manga,1,1:37:00,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",R - 17+ (violence & profanity),6.66,14810,5092,2443,27050,121
156,X,TV,Manga,24,0:24:00,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",R+ - Mild Nudity,7.51,27469,1653,1468,60599,734
157,Mahou Sensei Negima!,TV,Manga,26,0:23:00,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",PG-13 - Teens 13 or older,7.06,47384,3437,952,101540,572
158,Maria-sama ga Miteru,TV,Light novel,13,0:24:00,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",PG-13 - Teens 13 or older,7.43,14842,1923,1859,43233,594
159,Boukyaku no Senritsu,TV,Manga,24,0:23:00,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",PG-13 - Teens 13 or older,6.39,4749,6225,3370,14738,44
160,"Ima, Soko ni Iru Boku",TV,Original,13,0:25:00,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",R - 17+ (violence & profanity),7.73,26652,1038,1128,81980,838
161,Peace Maker Kurogane,TV,Manga,24,0:24:00,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",R - 17+ (violence & profanity),7.39,18076,2118,1876,42615,299
162,Pita Ten,TV,Manga,26,0:24:00,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",G - All Ages,7.03,8022,3564,3025,18296,96
163,Power Stone,TV,Game,26,0:20:00,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",PG - Children,6.53,2631,5673,5105,5389,17
165,RahXephon,TV,Original,26,0:23:00,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",PG-13 - Teens 13 or older,7.49,32471,1709,1108,83932,862
166,Samurai 7,TV,Other,26,0:26:00,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",PG-13 - Teens 13 or older,7.56,45991,1492,1036,91374,667
167,Scrapped Princess,TV,Light novel,24,0:23:00,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",PG-13 - Teens 13 or older,7.47,29989,1782,1284,71737,417
168,s.CRY.ed,TV,Original,26,0:24:00,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",PG-13 - Teens 13 or older,7.43,30526,1935,1429,63566,615
169,Shingetsutan Tsukihime,TV,Visual novel,12,0:24:00,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",R - 17+ (violence & profanity),7.02,53265,3610,846,114297,590
170,Slam Dunk,TV,Manga,101,0:23:00,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",PG-13 - Teens 13 or older,8.54,60029,92,751,128264,3750
171,Strange Dawn,TV,Original,13,0:20:00,"['Adventure', 'Drama', 'Fantasy']",PG - Children,6.52,848,5721,6506,2932,6
174,Tenjou Tenge,TV,Manga,24,0:23:00,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",R - 17+ (violence & profanity),7.04,67126,3531,728,131441,599
175,Tokyo Underground,TV,Manga,26,0:25:00,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",PG-13 - Teens 13 or older,6.69,8865,4945,2761,21984,38
177,Tsubasa Chronicle,TV,Manga,26,0:25:00,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",PG-13 - Teens 13 or older,7.63,72410,1296,553,166918,2148
178,Ultra Maniac,TV,Manga,26,0:24:00,"['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",G - All Ages,7.25,9973,2684,2649,23669,125
180,Vandread,TV,Original,13,0:22:00,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",PG-13 - Teens 13 or older,7.28,35117,2563,1411,64355,401
181,Vandread: The Second Stage,TV,Original,13,0:22:00,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",PG-13 - Teens 13 or older,7.49,26079,1715,1882,42437,106
183,Whistle!,TV,Manga,39,0:24:00,"['School', 'Shounen', 'Sports']",G - All Ages,7.49,4787,1717,3956,10123,64
184,Xenosaga The Animation,TV,Game,12,0:23:00,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",PG-13 - Teens 13 or older,6.43,6699,6095,3235,15991,39
186,Initial D Second Stage,TV,Manga,13,0:23:00,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",PG-13 - Teens 13 or older,8.16,52693,366,1117,83138,365
187,Initial D Third Stage,Movie,Manga,1,1:45:00,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",PG-13 - Teens 13 or older,7.96,44916,618,1305,70628,260
189,Love Hina,TV,Manga,24,0:23:00,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",PG-13 - Teens 13 or older,7.23,104267,2739,473,191811,1470
193,Maburaho,TV,Light novel,24,0:24:00,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",R+ - Mild Nudity,6.91,38122,3987,1248,74569,236
195,Onegai☆Teacher,TV,Original,12,0:23:00,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",PG-13 - Teens 13 or older,7.29,70677,2519,779,123941,828
196,Onegai☆Twins,TV,Original,12,0:25:00,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",PG-13 - Teens 13 or older,6.97,40297,3778,1337,68816,172
197,Rizelmine,TV,Manga,24,0:15:00,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",R+ - Mild Nudity,6.61,8192,5324,2917,19525,45
198,Speed Grapher,TV,Original,24,0:23:00,"['Action', 'Mystery', 'Super Power']",R+ - Mild Nudity,7.42,30851,1985,1135,81688,552
200,Tenshi na Konamaiki,TV,Manga,50,0:24:00,"['Comedy', 'Magic', 'Romance', 'Shounen']",PG-13 - Teens 13 or older,7.55,6905,1537,2961,19011,124
202,Wolf's Rain,TV,Original,26,0:23:00,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",PG-13 - Teens 13 or older,7.89,94639,730,386,221781,5064
204,Yumeria,TV,Visual novel,12,0:24:00,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",PG-13 - Teens 13 or older,6.2,10533,7056,2742,22207,30
205,Samurai Champloo,TV,Original,26,0:24:00,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",R - 17+ (violence & profanity),8.5,324698,108,68,602539,21300
206,Lodoss-tou Senki: Eiyuu Kishi Den,TV,Novel,27,0:24:00,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",PG-13 - Teens 13 or older,7.22,7887,2787,2848,20581,102
210,Ranma ½,TV,Manga,161,0:24:00,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",R+ - Mild Nudity,7.84,63538,831,643,145694,2932
212,Project A-Ko,Movie,Original,1,1:24:00,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",PG-13 - Teens 13 or older,6.97,5036,3784,3780,11129,91
